,command,orig,intent,entity
5582,диагональ скорее,скорее по диагонали вправо вверх,move_pirate_by_direction,direction
5583,клетку открою наверх,открою клетку наверх,move_pirate_by_direction,direction
5584,интересно что меня ждет наверх,интересно что ждет меня наверх,move_pirate_by_direction,direction
5585,очень направо спешу,очень спешу направо,move_pirate_by_direction,direction
5586,клетку выше открою,открою клетку выше,move_pirate_by_direction,direction
5587,открою по диагонали клетку вправо вверх,открою клетку по диагонали вправо вверх,move_pirate_by_direction,direction
5588,я очень спешу на диагонал справа,очень спешу по диагонали вправо вверх,move_pirate_by_direction,direction
5589,клетку вернем давайте выше,перевернем клетку выше,move_pirate_by_direction,direction
5590,очень спешу правее,очень спешу правее,move_pirate_by_direction,direction
5591,исследуем что же там по диагонали влево вниз,исследуем что же там по диагонали влево вниз,move_pirate_by_direction,direction
5592,откройте влево клетку вверх,открою клетку вправо вверх,move_pirate_by_direction,direction
5593,очень по диагонали спешу в левой стороне,очень спешу по диагонали влево вверх,move_pirate_by_direction,direction
5594,сторону клетку в левую переверните,перевернем клетку влево,move_pirate_by_direction,direction
5595,сторону на правую шаг,шаг на правее,move_pirate_by_direction,direction
5596,пойду ка снизу,пойду ка снизу,move_pirate_by_direction,direction
5597,выясните диагонально что слева,исследуем что же там по диагонали влево вниз,move_pirate_by_direction,direction
5598,перевернем клетку вправо по диагонали вверх,перевернем клетку по диагонали вправо вверх,move_pirate_by_direction,direction
5599,поверните сторону на левую клетку,перевернем клетку левее,move_pirate_by_direction,direction
5600,шаг вверх влево на диагональ,шаг на по диагонали вправо вверх,move_pirate_by_direction,direction
5601,направо я двигаюсь после диагонали и вверх,двигаюсь по диагонали вправо вверх,move_pirate_by_direction,direction
5602,на диагональной пиратка моя правой стороне,мой пират по диагонали вправо вверх,move_pirate_by_direction,direction
5603,открою клетку вверх влево по диагонали,открою клетку по диагонали влево вверх,move_pirate_by_direction,direction
5604,ждет что интересно меня вправо,интересно что ждет меня вправо,move_pirate_by_direction,direction
5605,давай происходит что здесь посмотрим,исследуем что же там сверху,move_pirate_by_direction,direction
5606,лучше быть правым,скорее правее,move_pirate_by_direction,direction
5607,интересно что ждет меня по диагонали влево вверх,интересно что ждет меня по диагонали влево вверх,move_pirate_by_direction,direction
5608,иду вверх вправо,иду вправо вверх,move_pirate_by_direction,direction
5609,пойду ка влево,пойду ка влево,move_pirate_by_direction,direction
5610,на левую шаг сторону,шаг на левее,move_pirate_by_direction,direction
5611,я хочу знать ждет меня что,интересно что ждет меня вперед,move_pirate_by_direction,direction
5612,я очень хочу спускаться,очень спешу снизу,move_pirate_by_direction,direction
5613,я на левую поехала сторону,поскакал налево,move_pirate_by_direction,direction
5614,он склонился вверх сказал он сказал он,поскакал вверх,move_pirate_by_direction,direction
5615,налево клетку открою,открою клетку налево,move_pirate_by_direction,direction
5616,я хочу что знать меня ждет,интересно что ждет меня влево вверх,move_pirate_by_direction,direction
5617,я иду вниз и вправо,двигаюсь вправо вниз,move_pirate_by_direction,direction
5618,вперед что меня ждет интересно,интересно что ждет меня вперед,move_pirate_by_direction,direction
5619,откройте слева клетку вверх,открою клетку вправо вверх,move_pirate_by_direction,direction
5620,по лестнице ниже по,шаг на ниже,move_pirate_by_direction,direction
5621,пират мой наверх,мой пират наверх,move_pirate_by_direction,direction
5622,отскакивал он вверх,поскакал вверх,move_pirate_by_direction,direction
5623,посмотри что справа и вверх,исследуем что же там вправо вверх,move_pirate_by_direction,direction
5624,исследуем что же там слева,исследуем что же там слева,move_pirate_by_direction,direction
5625,скорее выше,скорее выше,move_pirate_by_direction,direction
5626,направо иду я и вниз,двигаюсь вправо вниз,move_pirate_by_direction,direction
5627,направо пойду,пойду ка направо,move_pirate_by_direction,direction
5628,на влево шаг вниз,шаг на влево вниз,move_pirate_by_direction,direction
5629,смотрим что там вверх и вправо,исследуем что же там вправо вверх,move_pirate_by_direction,direction
5630,посмотрим давай что здесь выше,исследуем что же там выше,move_pirate_by_direction,direction
5631,пиратка моя влево,мой пират влево,move_pirate_by_direction,direction
5632,вправо клетку переверните и вниз,перевернем клетку по диагонали вправо вниз,move_pirate_by_direction,direction
5633,давайте наверху крышу перевернем,перевернем клетку сверху,move_pirate_by_direction,direction
5634,направо пиратка моя,мой пират направо,move_pirate_by_direction,direction
5635,больше внизу чем ниже,скорее снизу,move_pirate_by_direction,direction
5636,справа на диагонали поскакал вверх,поскакал по диагонали вправо вверх,move_pirate_by_direction,direction
5637,по диагонали вверх справа,иду по диагонали вправо вверх,move_pirate_by_direction,direction
5638,интересно ждет что меня направо,интересно что ждет меня направо,move_pirate_by_direction,direction
5639,что интересно меня ждет справа,интересно что ждет меня справа,move_pirate_by_direction,direction
5640,иду я влево и вверх,я по диагонали влево вверх,move_pirate_by_direction,direction
5641,давай посмотрим там что было,исследуем что же там назад,move_pirate_by_direction,direction
5642,мой пират правее,мой пират правее,move_pirate_by_direction,direction
5643,клетку переверните вправо вверх,перевернем клетку влево вверх,move_pirate_by_direction,direction
5644,давайте верн м клетку к низу,перевернем клетку вниз,move_pirate_by_direction,direction
5645,пират мой направо,мой пират направо,move_pirate_by_direction,direction
5646,ка вправо пойду вверх,пойду ка вправо вверх,move_pirate_by_direction,direction
5647,на влево шаг вверх,шаг на влево вверх,move_pirate_by_direction,direction
5648,очень вниз налево спешу,очень спешу вправо вниз,move_pirate_by_direction,direction
5649,снизу камеру перевернем,перевернем клетку снизу,move_pirate_by_direction,direction
5650,мой снизу пират,мой пират снизу,move_pirate_by_direction,direction
5651,слева клетку открываю на диагонали,открою клетку по диагонали влево вверх,move_pirate_by_direction,direction
5652,вверх клетку справа открою,открою клетку влево вверх,move_pirate_by_direction,direction
5653,открою клетку выше,открою клетку выше,move_pirate_by_direction,direction
5654,моя пиратка на диагонали вниз слева,мой пират по диагонали вправо вниз,move_pirate_by_direction,direction
5655,клетку открою вправо вниз,открою клетку вправо вниз,move_pirate_by_direction,direction
5656,мой пират на диагонали слева вверх,мой пират по диагонали вправо вверх,move_pirate_by_direction,direction
5657,очень спешу стороне в левой по диагонали,очень спешу по диагонали влево вверх,move_pirate_by_direction,direction
5658,я оттолкнул налево,поскакал влево вверх,move_pirate_by_direction,direction
5659,левее и ниже,скорее влево вниз,move_pirate_by_direction,direction
5660,вверх пиратка влево моя,мой пират вправо вверх,move_pirate_by_direction,direction
5661,спешу слишком я,очень спешу вниз,move_pirate_by_direction,direction
5662,после диагонали я налево двигаюсь и вверх,двигаюсь по диагонали влево вверх,move_pirate_by_direction,direction
5663,я по диагонали направо пойду,пойду ка по диагонали вправо вверх,move_pirate_by_direction,direction
5664,левее двигаюсь,двигаюсь левее,move_pirate_by_direction,direction
5665,я назад двигаюсь,двигаюсь назад,move_pirate_by_direction,direction
5666,очень по диагоналу спешу слева,очень спешу по диагонали вправо вниз,move_pirate_by_direction,direction
5667,же там что исследуем по диагонали влево вниз,исследуем что же там по диагонали влево вниз,move_pirate_by_direction,direction
5668,переверните клетку вправо и вниз,перевернем клетку по диагонали вправо вниз,move_pirate_by_direction,direction
5669,пират мой идет дальше,мой пират вперед,move_pirate_by_direction,direction
5670,скорее влево и вниз,скорее влево вниз,move_pirate_by_direction,direction
5671,скорее вправо вниз,скорее вправо вниз,move_pirate_by_direction,direction
5672,и скорее влево по диагонали вниз,скорее по диагонали влево вниз,move_pirate_by_direction,direction
5673,скорее по диагонали вправо вверх,скорее по диагонали вправо вверх,move_pirate_by_direction,direction
5674,налево камеру повернем,перевернем клетку правее,move_pirate_by_direction,direction
5675,переверни камеру сверху,перевернем клетку снизу,move_pirate_by_direction,direction
5676,интересно что уровне меня на диагональном ждет,интересно что ждет меня по диагонали вправо вверх,move_pirate_by_direction,direction
5677,и я иду влево пойду вверх,пойду ка по диагонали влево вверх,move_pirate_by_direction,direction
5678,я иду коню любимому к своему,шагаю к любимой конь,move_pirate_by_tile,tile
5679,в крокодил полез я,я полез в крокодил,move_pirate_by_tile,tile
5680,я залезла в шкаф,я полез в сундук,move_pirate_by_tile,tile
5681,в указатель потусуюсь,потусуюсь в указатель,move_pirate_by_tile,tile
5682,позвольте на крокодил пойти мне,крокодил мне туда,move_pirate_by_tile,tile
5683,я иду сокровищ в поисках,пойду на сокровища,move_pirate_by_tile,tile
5684,в сокровища полез я,я полез в сокровища,move_pirate_by_tile,tile
5685,пошел я в сундук,я полез в сундук,move_pirate_by_tile,tile
5686,я трахаться буду в л д,потусуюсь в лед,move_pirate_by_tile,tile
5687,на пустышка спрячусь,спрячусь на пустышка,move_pirate_by_tile,tile
5688,пистолет возьму я,иду на пушка,move_pirate_by_tile,tile
5689,в болоте я затоную,потопчусь на болото,move_pirate_by_tile,tile
5690,на людоед спрячусь,спрячусь на людоед,move_pirate_by_tile,tile
5691,в болото пойду я,потусуюсь в болото,move_pirate_by_tile,tile
5692,к шару быстро,скорее к шар,move_pirate_by_tile,tile
5693,в горы забрался я,я полез в горы,move_pirate_by_tile,tile
5694,я иду в поисках сокровищ,пойду на сокровища,move_pirate_by_tile,tile
5695,в крокодиле был я,я полез в крокодил,move_pirate_by_tile,tile
5696,надо нам думаю идти на каннибалы,стоит пойти на людоед,move_pirate_by_tile,tile
5697,в ковчег далее,вперед в сундук,move_pirate_by_tile,tile
5698,иду на джунгли,иду на джунгли,move_pirate_by_tile,tile
5699,в капкан иду я,иду на капкан,move_pirate_by_tile,tile
5700,кто быстрее,конь быстро,move_pirate_by_tile,tile
5701,я вернусь с пистолетом,вернусь на пушка,move_pirate_by_tile,tile
5702,в горы поеду я,потусуюсь в горы,move_pirate_by_tile,tile
5703,в гости к болоту,в гости к болото,move_pirate_by_tile,tile
5704,вам к указательному обратиться лучше знаку,скорее к указатель,move_pirate_by_tile,tile
5705,воздушный в руки спускается мне шар,потусуюсь в воздушный шар,move_pirate_by_tile,tile
5706,я бочка иду туда,бочка мне туда,move_pirate_by_tile,tile
5707,переведу я деньги,пойду на деньги,move_pirate_by_tile,tile
5708,я сбегаю на указатель,сбегаю в указатель,move_pirate_by_tile,tile
5709,иду на крепость,иду на крепость,move_pirate_by_tile,tile
5710,мне крокодил туда,крокодил мне туда,move_pirate_by_tile,tile
5711,лучше в каннибал,скорее к людоед,move_pirate_by_tile,tile
5712,я иду стрелку к любимому,шагаю к любимой стрелка,move_pirate_by_tile,tile
5713,должны думаю мы я пойти на сундук,стоит пойти на сундук,move_pirate_by_tile,tile
5714,я еду в пустыню,пустыня мне туда,move_pirate_by_tile,tile
5715,потопчусь в лабиринте,потопчусь на лабиринт,move_pirate_by_tile,tile
5716,пойду на бочку,пойду на бочка,move_pirate_by_tile,tile
5717,шару бегу по воздушному я,сбегаю в воздушный шар,move_pirate_by_tile,tile
5718,мне нужна поляна вон там,поляна мне туда,move_pirate_by_tile,tile
5719,потусуюсь в пустышка,потусуюсь в пустышка,move_pirate_by_tile,tile
5720,сундучок иду в свой любимый я,шагаю к любимой сундук,move_pirate_by_tile,tile
5721,шар мне дай туда,шар мне туда,move_pirate_by_tile,tile
5722,я в ловушка полез,я полез в ловушка,move_pirate_by_tile,tile
5723,я к форту иду,потусуюсь в крепость,move_pirate_by_tile,tile
5724,действия быстрого самолет,самолет быстро,move_pirate_by_tile,tile
5725,я в конь пойду,потусуюсь в конь,move_pirate_by_tile,tile
5726,на лошадь скорее,скорее к конь,move_pirate_by_tile,tile
5727,в каннибале спрячусь я,спрячусь на людоед,move_pirate_by_tile,tile
5728,я стреляю в пули,иду на шар,move_pirate_by_tile,tile
5729,в ловушку хочешь чтобы тебя поймали нужно попасть если,стоит пойти на капкан,move_pirate_by_tile,tile
5730,лучше к болоту,скорее к болото,move_pirate_by_tile,tile
5731,на крокодил спрячусь,спрячусь на крокодил,move_pirate_by_tile,tile
5732,я бегаю в болота,сбегаю в болото,move_pirate_by_tile,tile
5733,я затоплю лошадь,потопчусь на лошадь,move_pirate_by_tile,tile
5734,на пушку потопаю,потопчусь на пушка,move_pirate_by_tile,tile
5735,лучше я возьму пистолет,скорее к пушка,move_pirate_by_tile,tile
5736,на поле должны идти мы,стоит пойти на поляна,move_pirate_by_tile,tile
5737,мы должны в пустыню отправиться,стоит пойти на пустыня,move_pirate_by_tile,tile
5738,вернусь на людоед,вернусь на людоед,move_pirate_by_tile,tile
5739,нужна мне поляна туда,поляна мне туда,move_pirate_by_tile,tile
5740,я на коня пойду,пойду на конь,move_pirate_by_tile,tile
5741,на пустышка вернусь,вернусь на пустышка,move_pirate_by_tile,tile
5742,пойдем на лед,вперед в лед,move_pirate_by_tile,tile
5743,в болоте скорее,скорее к болото,move_pirate_by_tile,tile
5744,иду на сундук,иду на сундук,move_pirate_by_tile,tile
5745,если хочешь чтобы поймали тебя нужно попасть в ловушку,стоит пойти на капкан,move_pirate_by_tile,tile
5746,мне ладно туда,лабиринт мне туда,move_pirate_by_tile,tile
5747,мы в ловушку попасть должны,стоит пойти на ловушка,move_pirate_by_tile,tile
5748,шар мне туда,шар мне туда,move_pirate_by_tile,tile
5749,стоит на сокровища поехать,стоит пойти на сокровища,move_pirate_by_tile,tile
5750,я забрался к крепости,я полез в крепость,move_pirate_by_tile,tile
5751,пусть ящик пойдет туда,сундук мне туда,move_pirate_by_tile,tile
5752,я иду пустыню любимую в свою,шагаю к любимой пустыня,move_pirate_by_tile,tile
5753,я лед выпью пойду,пойду на лед,move_pirate_by_tile,tile
5754,я мог пойти к крокодилу,стоит пойти на крокодил,move_pirate_by_tile,tile
5755,на воздушный пойти стоит шар,стоит пойти на воздушный шар,move_pirate_by_tile,tile
5756,дай ловушку мне,капкан мне туда,move_pirate_by_tile,tile
5757,я в болоте спрячусь,спрячусь на болото,move_pirate_by_tile,tile
5758,на индикаторе спрячусь я,спрячусь на указатель,move_pirate_by_tile,tile
5759,это стоит того чтобы на воздушном пойти шаре,стоит пойти на воздушный шар,move_pirate_by_tile,tile
5760,вернусь я к стрелке,вернусь на стрелка,move_pirate_by_tile,tile
5761,давайте к поляне вернемся,скорее к поляна,move_pirate_by_tile,tile
5762,залез я в ловушку,я полез в ловушка,move_pirate_by_tile,tile
5763,я вернусь на коня,вернусь на конь,move_pirate_by_tile,tile
5764,крокодилу иду к любимому я,шагаю к любимой крокодил,move_pirate_by_tile,tile
5765,пойду на ловушка,пойду на ловушка,move_pirate_by_tile,tile
5766,по пустыни,через пустыня,move_pirate_by_tile,tile
5767,я иду к своей любимой пустоте,шагаю к любимой пустышка,move_pirate_by_tile,tile
5768,я схожу за деньгами,иду на деньги,move_pirate_by_tile,tile
5769,потопчусь на указатель,потопчусь на указатель,move_pirate_by_tile,tile
5770,стоит этого сокровища,стоит пойти на сокровища,move_pirate_by_tile,tile
5771,я с деньгами утоплю,потопчусь на деньги,move_pirate_by_tile,tile
5772,в стрелку прям в стрелку,прямиком в стрелка,move_pirate_by_tile,tile
5773,лабиринт очень быстрый,лабиринт быстро,move_pirate_by_tile,tile
5774,стоит на пустыня пойти,стоит пойти на пустыня,move_pirate_by_tile,tile
5775,нам лучше пойти в джунгли,скорее к джунгли,move_pirate_by_tile,tile
5776,пусть этот т туда пойд ящик,сундук мне туда,move_pirate_by_tile,tile
5777,шагаю крепость к любимой,шагаю к любимой крепость,move_pirate_by_tile,tile
5778,сяду я на лошадь,иду на лошадь,move_pirate_by_tile,tile
5779,пойду на болото,пойду на болото,move_pirate_by_tile,tile
5780,стрелок здесь,стрелка мне туда,move_pirate_by_tile,tile
5781,попасть собираюсь я в ловушку,ловушка мне туда,move_pirate_by_tile,tile
5782,я в ловушку попасть собираюсь,спрячусь на капкан,move_pirate_by_tile,tile
5783,к любимой шагаю самолет,шагаю к любимой самолет,move_pirate_by_tile,tile
5784,стоит пойти на болото,стоит пойти на болото,move_pirate_by_tile,tile
5785,я на нуле иду,иду на пустышка,move_pirate_by_tile,tile
5786,в ящик прямо,прямиком в сундук,move_pirate_by_tile,tile
5787,в горы пошел я,я полез в горы,move_pirate_by_tile,tile
5788,на самолет вернусь я,вернусь на самолет,move_pirate_by_tile,tile
5789,на льд мы должны пойти думаю,стоит пойти на лед,move_pirate_by_tile,tile
5790,в пушка прямиком,прямиком в пушка,move_pirate_by_tile,tile
5791,я к джунглям иду,иду на джунгли,move_pirate_by_tile,tile
5792,быстро в крепость,скорее к крепость,move_pirate_by_tile,tile
5793,в пустую дальше комнату,вперед в пустышка,move_pirate_by_tile,tile
5794,к любимой шагаю деньги,шагаю к любимой деньги,move_pirate_by_tile,tile
5795,мне стреляй туда,стрелка мне туда,move_pirate_by_tile,tile
5796,я лучше пойду со льдом,скорее к лед,move_pirate_by_tile,tile
5797,на ноль менее более,скорее к пустышка,move_pirate_by_tile,tile
5798,я в джунглях,потусуюсь в джунгли,move_pirate_by_tile,tile
5799,я которые деньги люблю больше всего,шагаю к любимой деньги,move_pirate_by_tile,tile
5800,я в горы иду,сбегаю в горы,move_pirate_by_tile,tile
5801,в ловушку собираюсь попасть я,иду на капкан,move_pirate_by_tile,tile
5802,в стрелку пошел я,я полез в стрелка,move_pirate_by_tile,tile
5803,шагаю к любимой крокодил,шагаю к любимой крокодил,move_pirate_by_tile,tile
5804,я в самол врезалась т,потопчусь на самолет,move_pirate_by_tile,tile
5805,пойду на сокровища,пойду на сокровища,move_pirate_by_tile,tile
5806,за деньги вернусь я,вернусь на деньги,move_pirate_by_tile,tile
5807,я в пули буду,потусуюсь в шар,move_pirate_by_tile,tile
5808,к каннибалу лучше,скорее к людоед,move_pirate_by_tile,tile
5809,в коня залезу я,потусуюсь в конь,move_pirate_by_tile,tile
5810,потопчу я лошадь,потопчусь на лошадь,move_pirate_by_tile,tile
5811,потусуюсь в бочка,потусуюсь в бочка,move_pirate_by_tile,tile
5812,мы к кладам идем,вперед в сокровища,move_pirate_by_tile,tile
5813,я на каннибал иду,пойду на людоед,move_pirate_by_tile,tile
5814,я иду к своей любимой крепости,шагаю к любимой крепость,move_pirate_by_tile,tile
5815,в деньгах дело,стоит пойти на деньги,move_pirate_by_tile,tile
5816,дай туда мне джунгли,джунгли мне туда,move_pirate_by_tile,tile
5817,вперед в пушка,вперед в пушка,move_pirate_by_tile,tile
5818,я в болото бегу,сбегаю в болото,move_pirate_by_tile,tile
5819,в сокровища потусуюсь,потусуюсь в сокровища,move_pirate_by_tile,tile
5820,к любимой шагаю крокодил,шагаю к любимой крокодил,move_pirate_by_tile,tile
5821,шагаю к любимой шар,шагаю к любимой шар,move_pirate_by_tile,tile
5822,быстро в джунгли,скорее к джунгли,move_pirate_by_tile,tile
5823,в деньги вламывался я,я полез в деньги,move_pirate_by_tile,tile
5824,в гостях к сундуку,в гости к сундук,move_pirate_by_tile,tile
5825,на самолет стоит поехать вам,стоит пойти на самолет,move_pirate_by_tile,tile
5826,пойти должны мы на лед,стоит пойти на лед,move_pirate_by_tile,tile
5827,пошел я в крокодила,я полез в крокодил,move_pirate_by_tile,tile
5828,я пойду в пустое место,иду на пустышка,move_pirate_by_tile,tile
5829,на воздушный пойду шар,пойду на воздушный шар,move_pirate_by_tile,tile
5830,я который на лед иду нравится мне,шагаю к любимой лед,move_pirate_by_tile,tile
5831,в воздушный потусуюсь шар,потусуюсь в воздушный шар,move_pirate_by_tile,tile
5832,к сокровищам прямо,прямиком в сокровища,move_pirate_by_tile,tile
5833,я в лбиринт еду,пойду на лабиринт,move_pirate_by_tile,tile
5834,я пойду на горы,потопчусь на горы,move_pirate_by_tile,tile
5835,к каннибалу иду я,иду на людоед,move_pirate_by_tile,tile
5836,в лед потусуюсь,потусуюсь в лед,move_pirate_by_tile,tile
5837,стоит пойти на конь,стоит пойти на конь,move_pirate_by_tile,tile
5838,к лабиринт скорее,скорее к лабиринт,move_pirate_by_tile,tile
5839,я принесу пистолет,пойду на пушка,move_pirate_by_tile,tile
5840,прямо на каннибале,прямиком в людоед,move_pirate_by_tile,tile
5841,пойти должны мы в бочку,стоит пойти на бочка,move_pirate_by_tile,tile
5842,я сплю в горы,спрячусь на горы,move_pirate_by_tile,tile
5843,в болоте буду я,болото мне туда,move_pirate_by_tile,tile
5844,на крепость спрячусь,спрячусь на крепость,move_pirate_by_tile,tile
5845,я собираюсь ловушку в эту попасть,ловушка мне туда,move_pirate_by_tile,tile
5846,я в сундук пойду,сбегаю в сундук,move_pirate_by_tile,tile
5847,есть у нас деньги,вперед в деньги,move_pirate_by_tile,tile
5848,я к крокодилу иду,пойду на крокодил,move_pirate_by_tile,tile
5849,на воздушном прямо шаре,прямиком в воздушный шар,move_pirate_by_tile,tile
5850,я проведу в поле время,потусуюсь в поляна,move_pirate_by_tile,tile
5851,я к горам вернусь,вернусь на горы,move_pirate_by_tile,tile
5852,я погружаюсь в ловушку,потопчусь на капкан,move_pirate_by_tile,tile
5853,быстротечна крепость,крепость быстро,move_pirate_by_tile,tile
5854,по пустому бегу я месту,сбегаю в пустышка,move_pirate_by_tile,tile
5855,посетить шар воздушный,в гости к шар,move_pirate_by_tile,tile
5856,в лабиринте буду ходить я,потусуюсь в лабиринт,move_pirate_by_tile,tile
5857,орудия быстрая,пушка быстро,move_pirate_by_tile,tile
5858,ловушка быстрой,ловушка быстро,move_pirate_by_tile,tile
5859,я пош в боку л,я полез в бочка,move_pirate_by_tile,tile
5860,я иду любимой к моей лошади,шагаю к любимой лошадь,move_pirate_by_tile,tile
5861,иду я на любимый крокодил,шагаю к любимой крокодил,move_pirate_by_tile,tile
5862,сбегаю в конь,сбегаю в конь,move_pirate_by_tile,tile
5863,я не влезла ничего,я полез в пустышка,move_pirate_by_tile,tile
5864,спрячусь на указатель,спрячусь на указатель,move_pirate_by_tile,tile
5865,в крепость сбегаю,сбегаю в крепость,move_pirate_by_tile,tile
5866,стрелок в пути,иду на стрелка,move_pirate_by_tile,tile
5867,там бочонок,бочка мне туда,move_pirate_by_tile,tile
5868,мы могли в лабиринт бы пойти,стоит пойти на лабиринт,move_pirate_by_tile,tile
5869,на лабиринт потопчусь,потопчусь на лабиринт,move_pirate_by_tile,tile
5870,я пойду к бочке,потусуюсь в бочка,move_pirate_by_tile,tile
5871,на лед потопчусь,потопчусь на лед,move_pirate_by_tile,tile
5872,в поле затону я,потопчусь на поляна,move_pirate_by_tile,tile
5873,думаю нам надо идти на каннибалы,стоит пойти на людоед,move_pirate_by_tile,tile
5874,я поеду в поляну,потусуюсь в поляна,move_pirate_by_tile,tile
5875,посещение гор,в гости к горы,move_pirate_by_tile,tile
5876,дальше в крокодил,вперед в крокодил,move_pirate_by_tile,tile
5877,к крокодилу лучше,скорее к крокодил,move_pirate_by_tile,tile
5878,я стреляю в пушку,потусуюсь в пушка,move_pirate_by_tile,tile
5879,идет быстро пустыня,пустыня быстро,move_pirate_by_tile,tile
5880,на горы спрячусь,спрячусь на горы,move_pirate_by_tile,tile
5881,я к лошади забрался,я полез в конь,move_pirate_by_tile,tile
5882,снесу я пистолет,потопчусь на пушка,move_pirate_by_tile,tile
5883,в гостях к воздушному шару,в гости к воздушный шар,move_pirate_by_tile,tile
5884,я спрячусь в самолете,спрячусь на самолет,move_pirate_by_tile,tile
5885,пули посещение,в гости к шар,move_pirate_by_tile,tile
5886,я забрался к лошади,я полез в конь,move_pirate_by_tile,tile
5887,оставайся на поляне,спрячусь на поляна,move_pirate_by_tile,tile
5888,прямо на горах,прямиком в горы,move_pirate_by_tile,tile
5889,к самолет в гости,в гости к самолет,move_pirate_by_tile,tile
5890,на поляну быстро,скорее к поляна,move_pirate_by_tile,tile
5891,сбежал я в пулю,сбегаю в шар,move_pirate_by_tile,tile
5892,потопаюсь на горах,потопчусь на горы,move_pirate_by_tile,tile
5893,идем мы в болото,вперед в болото,move_pirate_by_tile,tile
5894,в пули прямо,прямиком в шар,move_pirate_by_tile,tile
5895,я вернусь к сундуку,вернусь на сундук,move_pirate_by_tile,tile
5896,я шаре в воздушном спрячусь,спрячусь на воздушный шар,move_pirate_by_tile,tile
5897,в бочку теперь а,вперед в бочка,move_pirate_by_tile,tile
5898,я иду к тому кого люблю,шагаю к любимой людоед,move_pirate_by_tile,tile
5899,с крокодилом потусуюсь я,потусуюсь в крокодил,move_pirate_by_tile,tile
5900,поездка в болота,в гости к болото,move_pirate_by_tile,tile
5901,пустыне иду к своей любимой я,шагаю к любимой пустыня,move_pirate_by_tile,tile
5902,воздушному иду к любимому я шару,шагаю к любимой воздушный шар,move_pirate_by_tile,tile
5903,потопчусь на людоед,потопчусь на людоед,move_pirate_by_tile,tile
5904,сражаться буду я с пушками,потусуюсь в пушка,move_pirate_by_tile,tile
5905,впер д по шару,вперед в шар,move_pirate_by_tile,tile
5906,сбежаю в болото,сбегаю в болото,move_pirate_by_tile,tile
5907,я на поляне затону,потопчусь на поляна,move_pirate_by_tile,tile
5908,на шаре потопаюсь,потопчусь на шар,move_pirate_by_tile,tile
5909,в указатель сбегаю,сбегаю в указатель,move_pirate_by_tile,tile
5910,в горы прямо,прямиком в горы,move_pirate_by_tile,tile
5911,я вламывался в деньги,я полез в деньги,move_pirate_by_tile,tile
5912,к крокодилу иду я,иду на крокодил,move_pirate_by_tile,tile
5913,возвращайтесь к воздушному шару,вернусь на шар,move_pirate_by_tile,tile
5914,что я тусуюсь в пустыне,потусуюсь в пустыня,move_pirate_by_tile,tile
5915,людоед туда мне,людоед мне туда,move_pirate_by_tile,tile
5916,скорее в ловушку,скорее к ловушка,move_pirate_by_tile,tile
5917,на лабиринте прямо,прямиком в лабиринт,move_pirate_by_tile,tile
5918,я забрался к кладу,я полез в сокровища,move_pirate_by_tile,tile
5919,я вернусь к людям,вернусь на людоед,move_pirate_by_tile,tile
5920,мы должны идти знаку по этому,стоит пойти на указатель,move_pirate_by_tile,tile
5921,шагаю к любимой поляна,шагаю к любимой поляна,move_pirate_by_tile,tile
5922,к крепости в гости,в гости к крепость,move_pirate_by_tile,tile
5923,попробовать стоит думаю,стоит пойти на шар,move_pirate_by_tile,tile
5924,мне нравится я которую пустыня люблю,шагаю к любимой пустыня,move_pirate_by_tile,tile
5925,я с стрелком потусуюсь,потусуюсь в стрелка,move_pirate_by_tile,tile
5926,на самол еду на самолете а я еду я те,иду на самолет,move_pirate_by_tile,tile
5927,я иду к своему любимому лабиринту,шагаю к любимой лабиринт,move_pirate_by_tile,tile
5928,думаю мы должны сесть на коня,стоит пойти на лошадь,move_pirate_by_tile,tile
5929,спрячусь на поляна,спрячусь на поляна,move_pirate_by_tile,tile
5930,на стрелка спускаюсь,спрячусь на стрелка,move_pirate_by_tile,tile
5931,я шар в воздушный полез,я полез в воздушный шар,move_pirate_by_tile,tile
5932,я бегаю стрелкам по указательным,сбегаю в указатель,move_pirate_by_tile,tile
5933,я вернусь к крокодилу,вернусь на крокодил,move_pirate_by_tile,tile
5934,вперед к джунглям,вперед в джунгли,move_pirate_by_tile,tile
5935,на воздушном стоит шаре поехать,стоит пойти на воздушный шар,move_pirate_by_tile,tile
5936,дай оружие мне,пушка мне туда,move_pirate_by_tile,tile
5937,коробка быстрой,сундук быстро,move_pirate_by_tile,tile
5938,я бегаю в шкаф,сбегаю в сундук,move_pirate_by_tile,tile
5939,я сплю на лошадь,спрячусь на конь,move_pirate_by_tile,tile
5940,я иду к своей любимой пустышке,шагаю к любимой пустышка,move_pirate_by_tile,tile
5941,к сундук в гости,в гости к сундук,move_pirate_by_tile,tile
5942,в самолет прям в,прямиком в самолет,move_pirate_by_tile,tile
5943,мы идем к сундуку,вперед в сундук,move_pirate_by_tile,tile
5944,по горам,через горы,move_pirate_by_tile,tile
5945,пустыня быстро идет,пустыня быстро,move_pirate_by_tile,tile
5946,в поляна потусуюсь,потусуюсь в поляна,move_pirate_by_tile,tile
5947,я стоит думаю пробовать,стоит пойти на шар,move_pirate_by_tile,tile
5948,к лабиринту иду я,иду на лабиринт,move_pirate_by_tile,tile
