,Unnamed: 0,command,orig,intent,entity
24211,24211,я буду заботиться парне об этом,я буду заботиться парне об этом,pirate_rebirth,none
24213,24213,хочу я чтобы я вернулся,я вернуть хочу пирата,pirate_rebirth,none
24218,24218,мне с ним время провести нужно,с аборигеном нужно провести время мне,pirate_rebirth,none
24219,24219,хочу я отдохнуть в этом городе,я хочу поотдохнуть в крепости,pirate_rebirth,none
24221,24221,верни пирату жизнь свою,верни пирата жизнь в свою,pirate_rebirth,none
24222,24222,я с пиратом пирата сделаю,я пирата сделаю с аборигеном,pirate_rebirth,none
24224,24224,в крепости отдыхаю я,один в крепости поотдыхаю ход,pirate_rebirth,none
24225,24225,сделаем мы шаг,мы сделаем один шаг,pirate_rebirth,none
24226,24226,возвращаю своего пирата,возвращаю своего пирата,pirate_rebirth,none
24227,24227,абориген останется один,ход с аборигенкой побудем один мы,pirate_rebirth,none
24229,24229,я вернусь к пирату,я пирата возвращаю,pirate_rebirth,none
24231,24231,возвращайся к своему пирату,пирату к своему возвращайся,pirate_rebirth,none
24233,24233,я буду проводить время с адептом,время проведу с аборигенкой,pirate_rebirth,none
24234,24234,абориген и я сделаем один шаг,мы с аборигеном сделаем ход один,pirate_rebirth,none
24235,24235,оставьте в покое пирата,воскрешите пирата,pirate_rebirth,none
24236,24236,сделаем мы один шаг,мы сделаем шаг один,pirate_rebirth,none
24239,24239,что мне делать с пираткой,с аборигенкой пирата сделаю,pirate_rebirth,none
24242,24242,я парне заботиться об этом буду,позабочусь я об этой девушке,pirate_rebirth,none
24243,24243,что сделаю я с пираткой,с аборигенкой пирата сделаю,pirate_rebirth,none
24246,24246,я потусуюсь с девушкой,потусуюсь с девушкой,pirate_rebirth,none
24247,24247,с аборигеном мы сделаем один шаг,мы с аборигенкой побудем один ход,pirate_rebirth,none
24249,24249,оживлю я пирата,пирата возрождаю своего я,pirate_rebirth,none
24250,24250,мне с девушкой пойти нужно,я с девушкой поеду,pirate_rebirth,none
24251,24251,дорогая пиратка вернись к своей,пиратке к своей возвращайтесь,pirate_rebirth,none
24252,24252,я с аборигенкой тусуюсь,тусуюсь я с аборигенкой,pirate_rebirth,none
24254,24254,я верну своего пирата,пирата своего возвращаю,pirate_rebirth,none
24255,24255,я пирата своего верну,возрождаю пирата,pirate_rebirth,none
24256,24256,для тебя должен сделать это я,я должен сделать для этой шаг девушки,pirate_rebirth,none
24257,24257,мы сделаем шаг назад с помощью аборигенов,с аборигеном мы сделаем один шаг,pirate_rebirth,none
24258,24258,проведу время с аборигенкой,проведу время с аборигенкой,pirate_rebirth,none
24259,24259,мы будем действовать только с помощью аборигена,мы один сделаем с аборигеном ход,pirate_rebirth,none
24260,24260,с аборигеном нужно пообщаться мне,провести нужно мне время с аборигеном,pirate_rebirth,none
24264,24264,я хочу вернуть пирата,хочу пирата обратно,pirate_rebirth,none
24265,24265,с девушкой пойду я,с девушкой поеду я,pirate_rebirth,none
24266,24266,я заботиться буду об этом парне,я позабочусь девушке об этой,pirate_rebirth,none
24267,24267,пусть мой пират воскреснет из мертвых,пусть мой пират воскреснет из мертвых,pirate_rebirth,none
24269,24269,вернуться должен я к капитану,мне нужно вернуть капитана,pirate_rebirth,none
24272,24272,я хочу поотдохнуть в крепости,я хочу поотдохнуть в крепости,pirate_rebirth,none
24273,24273,я тебя поцелую,я поцелую девушку,pirate_rebirth,none
24274,24274,поговорить нужно мне с аборигеном,мне нужно с аборигеном пообщаться,pirate_rebirth,none
24276,24276,с аборигеном нужно пообщаться мне,проведу время с аборигенкой,pirate_rebirth,none
24277,24277,с девушкой потусуюсь я,с девушкой потусуюсь я,pirate_rebirth,none
24283,24283,хочу я вернуть пирата,я обратно хочу пирата,pirate_rebirth,none
24286,24286,верни пирата в жизнь,верни пирата жизнь в свою,pirate_rebirth,none
24287,24287,мы сделаем новую пиратку,мы пирата нового сделаем,pirate_rebirth,none
24288,24288,верни свою жизнь пирату,верни пирата жизнь в свою,pirate_rebirth,none
24289,24289,я с ампиром беседую,я тусуюсь с аборигенкой,pirate_rebirth,none
24291,24291,сделаем мы один шаг,сделаем мы один шаг,pirate_rebirth,none
24292,24292,возвращайся пирату к своему,возвращаю своего пирата,pirate_rebirth,none
24296,24296,я буду пиратом с аборигеном,я буду пиратом с аборигеном,pirate_rebirth,none
24298,24298,вернуть пирата,воскрешите пирата,pirate_rebirth,none
24299,24299,своего я верну пирата,я своего верну пирата,pirate_rebirth,none
24301,24301,я в крепости отдыхаю,в крепости я отдыхаю,pirate_rebirth,none
24302,24302,я вернусь к пирату,я пирата своего возрождаю,pirate_rebirth,none
24304,24304,я хочу отдохнуть в крепости,поотдохнуть хочу я в крепости,pirate_rebirth,none
24305,24305,сделаем мы пирата нового типа,мы сделаем пирата нового типа,pirate_rebirth,none
24306,24306,в жизнь верни пирата,верни пирата жизнь в свою,pirate_rebirth,none
24309,24309,пусть моя воскреснет пиратка из живых,пусть мой пират воскреснет из мертвых,pirate_rebirth,none
24310,24310,я буду заботиться парне об этом,ход уделю этой девушке,pirate_rebirth,none
24312,24312,я с ним тусуюсь,тусуюсь я с аборигенкой,pirate_rebirth,none
24315,24315,аборигенкой с пиратской,с аборигенкой пирата сделаю,pirate_rebirth,none
24316,24316,я возвращаю пирата,пирата возвращаю я,pirate_rebirth,none
24317,24317,будем мы делать один шаг,будем мы делать один шаг,pirate_rebirth,none
24318,24318,я пирата верну,я возвращаю пирата,pirate_rebirth,none
24321,24321,я пирата своего возрождаю,я пирата своего возрождаю,pirate_rebirth,none
24323,24323,я буду пиратом с аборигеном,сделаю пирата с аборигенкой,pirate_rebirth,none
24324,24324,отдыхаю я в крепости,отдыхаю я в крепости,pirate_rebirth,none
24325,24325,с амперией разговариваю я,с ампиром беседую я,pirate_rebirth,none
24328,24328,пусть мой пират уходит из мертвых,пусть мой пират покинет мертвые,pirate_rebirth,none
24330,24330,мы с аборигеном только действуем,мы один сделаем с аборигеном ход,pirate_rebirth,none
24333,24333,мы будем делать один шаг,мы с аборигеном сделаем ход один,pirate_rebirth,none
24337,24337,я хочу в крепости отдохнуть,я хочу в крепости поотдохнуть,pirate_rebirth,none
24339,24339,только действуем мы с аборигеном,мы один сделаем с аборигеном ход,pirate_rebirth,none
24340,24340,я сделаю пирата с помощью аборигена,с аборигеном сделаю пирата я,pirate_rebirth,none
24341,24341,я хочу отдохнуть в крепости,я хочу в крепости поотдохнуть,pirate_rebirth,none
24342,24342,мне нужно об этом позаботиться,я позабочусь об этой девушке,pirate_rebirth,none
24343,24343,сделать нужно мне шаг к этой девушке,я должен сделать шаг для этой девушки,pirate_rebirth,none
24344,24344,сделаем мы пирата новым,мы сделаем пирата типа нового,pirate_rebirth,none
24346,24346,мне нужно время с мошенницей,время проведу с аборигенкой,pirate_rebirth,none
24348,24348,я верну своего пирата,я своего верну пирата,pirate_rebirth,none
24349,24349,вот что мне для девушки сделать нужно,мне нужно этой ход уделять девочке,pirate_rebirth,none
24352,24352,с пиратом сделаю пирата я,я пирата сделаю с аборигеном,pirate_rebirth,none
24353,24353,в крепости отдыхаю я,в крепости отдыхаю я,pirate_rebirth,none
24354,24354,я тусуюсь с ним,с аборигенкой тусуюсь я,pirate_rebirth,none
24355,24355,пусть моя из мертвых воскреснет пиратка,пусть моя из смерти воскреснет пиратка,pirate_rebirth,none
24356,24356,к пиратам вернусь я,я к пирату вернусь,pirate_rebirth,none
24358,24358,я хочу сделать пирата,я сделаю пирата с аборигеном,pirate_rebirth,none
24359,24359,мне нужно пирата сделать и аборигена,я должен сделать аборигена и пирата,pirate_rebirth,none
24360,24360,пусть мой пират умрет,из мертвых пират восстанет пусть мой,pirate_rebirth,none
24365,24365,в крепости я отдыхаю,в крепости отдыхаю я,pirate_rebirth,none
24366,24366,нужно мне время с аборигеном,провести нужно мне время с аборигеном,pirate_rebirth,none
24367,24367,я должен его вернуть,нужно мне вернуть капитана,pirate_rebirth,none
24369,24369,мы с аборигеном останемся лишь на одном пути,мы побудем с аборигенкой один ход,pirate_rebirth,none
24371,24371,мне пообщаться нужно с аборигеном,провести нужно мне время с аборигеном,pirate_rebirth,none
24374,24374,должен я сделать пирата и аборигена,я должен сделать пирата и аборигена,pirate_rebirth,none
24375,24375,я об этой девушке позабочусь,я позабочусь девушке об этой,pirate_rebirth,none
24376,24376,аборигеном буду я,я пиратом буду с аборигеном,pirate_rebirth,none
24377,24377,восстановление пирата,пирата восстанавливать,pirate_rebirth,none
24381,24381,я буду пиратом,пиратом буду я с аборигеном,pirate_rebirth,none
24382,24382,я тусуюсь с аборигенкой,я тусуюсь с аборигенкой,pirate_rebirth,none
24383,24383,возвращаю пирата своего,возвращаю своего пирата,pirate_rebirth,none
24384,24384,я верну своего пирата,я верну своего пирата,pirate_rebirth,none
24388,24388,я хочу отдохнуть в крепости,в крепости хочу отдохнуть я,pirate_rebirth,none
24392,24392,пират пусть мой восстанет из мертвых,пират пусть мой восстанет из мертвых,pirate_rebirth,none
24394,24394,проведу время с аборигенкой,с аборигенкой время проведу,pirate_rebirth,none
24395,24395,пиратское лицо,лицо пирата,pirate_rebirth,none
24396,24396,нужно мне провести время с аборигеном,мне нужно провести время с аборигеном,pirate_rebirth,none
24398,24398,тусуюсь я с аборигенкой,я тусуюсь с аборигенкой,pirate_rebirth,none
24402,24402,я хочу к пирату вернуться,я хочу обратно пирата,pirate_rebirth,none
24406,24406,мне с аборигеном провести время нужно,мне с аборигеном провести время нужно,pirate_rebirth,none
24407,24407,я со своей тусуюсь бабушкой,я тусуюсь с аборигенкой,pirate_rebirth,none
24409,24409,должен я сосредоточиться на этой девушке,мне нужно уделять ход этой девочке,pirate_rebirth,none
24414,24414,что мы делать будем для пиратов,нового сделаем пирата,pirate_rebirth,none
24415,24415,я пирата своего возрождаю,я возрождаю своего пирата,pirate_rebirth,none
24416,24416,с ним я тусуюсь,тусуюсь я с аборигенкой,pirate_rebirth,none
24418,24418,я позабочусь об этой девушке,я позабочусь девушке об этой,pirate_rebirth,none
24419,24419,оживите пирата,пирата воскрешите,pirate_rebirth,none
24422,24422,к пирату хочу вернуться я,я хочу вернуть пирата,pirate_rebirth,none
24423,24423,в крепости одна я отдыхаю,поотдыхаю ход один в крепости,pirate_rebirth,none
24425,24425,я с девушкой поеду,я с девушкой поеду,pirate_rebirth,none
24427,24427,я пирата хочу вернуть,я пирата вернуть хочу,pirate_rebirth,none
24428,24428,теперь мы сделаем пиратку новую,пиратку сделаем новую мы,pirate_rebirth,none
24430,24430,я немного с аборигеном время проведу,с аборигенкой время проведу,pirate_rebirth,none
24431,24431,я верну свою пиратку,я возрождаю своего пирата,pirate_rebirth,none
24435,24435,отдыхаю в крепости я,поотдыхаю в крепости один ход,pirate_rebirth,none
24436,24436,пусть моя пиратка воскреснет из смерти,пусть моя пиратка из смерти воскреснет,pirate_rebirth,none
24438,24438,я сделаю пирата с аборигеном,сделаю я пирата с аборигеном,pirate_rebirth,none
24440,24440,пиратом должен быть ты и аборигеном,я должен сделать пирата и аборигена,pirate_rebirth,none
24441,24441,сделаем мы новую пиратку,мы нового пирата сделаем типа,pirate_rebirth,none
24442,24442,оживите пирата,воскрешите пирата,pirate_rebirth,none
24444,24444,позволь об этом позаботиться мне,парне буду заботиться об этом я,pirate_rebirth,none
24446,24446,мы будем делать один шаг,мы с аборигенкой побудем один ход,pirate_rebirth,none
24447,24447,буду я пиратом с аборигеном,с аборигеном сделаю пирата я,pirate_rebirth,none
24448,24448,верну пирата к жизни,верну пирата к жизни,pirate_rebirth,none
24450,24450,сделаю с аборигеном пирата я,с аборигеном сделаю пирата я,pirate_rebirth,none
24451,24451,девушку поцелую я,я поцелую девушку,pirate_rebirth,none
24453,24453,я поцелую девушку,потусуюсь с девушкой,pirate_rebirth,none
24454,24454,и я об этом позабочусь,я буду заботиться парне об этом,pirate_rebirth,none
24455,24455,с девушкой потусуюсь,потусуюсь с девушкой,pirate_rebirth,none
24456,24456,пусть моя пиратка из смерти воскреснет,пусть моя пиратка воскреснет из смерти,pirate_rebirth,none
24459,24459,я буду парне об этом заботиться,уделю ход этой девушке,pirate_rebirth,none
24461,24461,мне с аборигеном пообщаться нужно,проведу время с аборигенкой,pirate_rebirth,none
24465,24465,пирата верну к жизни,пирата верну к жизни,pirate_rebirth,none
24466,24466,мне нужно провести время с аборигеном,мне с аборигеном провести время нужно,pirate_rebirth,none
24467,24467,с ампиром беседую я,я беседую с ампиром,pirate_rebirth,none
24468,24468,возвращайся пирату к своему,возвращайся к своему пирату,pirate_rebirth,none
24469,24469,я хочу в крепости отдохнуть,я хочу поотдохнуть в крепости,pirate_rebirth,none
24470,24470,я сделаю пирата с пиратом,я пирата сделаю с аборигеном,pirate_rebirth,none
24471,24471,возвращаю я тебя пиратом,возвращаю я пирата,pirate_rebirth,none
24472,24472,я пойду с девушкой,с девушкой иду я,pirate_rebirth,none
24478,24478,восстановлю пирата,пирата возрождаю,pirate_rebirth,none
24482,24482,отдохнуть хочу я на этом месте,поотдохнуть хочу я в крепости,pirate_rebirth,none
24483,24483,я хочу отдохнуть в крепости,я хочу поотдохнуть в крепости,pirate_rebirth,none
24485,24485,я пирата возвращаю,я пирата возвращаю,pirate_rebirth,none
24486,24486,сделаю с аборигенкой пирата,сделаю с аборигенкой пирата,pirate_rebirth,none
24487,24487,возвращаю я пирата,воскрешаю пирата,pirate_rebirth,none
24488,24488,верну я своего пирата,своего верну я пирата,pirate_rebirth,none
24489,24489,обратно хочу я пирата,хочу пирата обратно,pirate_rebirth,none
24490,24490,я пиратом буду с аборигеном,я пиратом буду с аборигеном,pirate_rebirth,none
24491,24491,с ампиром беседую я,я с аборигенкой тусуюсь,pirate_rebirth,none
24493,24493,вернуть хочу я пирата,я хочу обратно пирата,pirate_rebirth,none
24496,24496,лицо капитана,лицо капитана,pirate_rebirth,none
24499,24499,мне с аборигеном нужно пообщаться,мне нужно с аборигеном пообщаться,pirate_rebirth,none
24505,24505,почините пирата,восстанавливать пирата,pirate_rebirth,none
24506,24506,об этом я позабочусь,об этой позабочусь я девушке,pirate_rebirth,none
24507,24507,мне нужно сделать для тебя это для,я должен сделать для этой шаг девушки,pirate_rebirth,none
24512,24512,я хочу пирата вернуть,я вернуть хочу пирата,pirate_rebirth,none
24515,24515,я позабочусь об этой девушке,уделю ход этой девушке,pirate_rebirth,none
24518,24518,я девушку поцелую,с девушкой потусуюсь,pirate_rebirth,none
24524,24524,мы с аборигеном сделаем один шаг,мы с аборигенкой побудем один ход,pirate_rebirth,none
24525,24525,сделаем нового пирата,пирата нового сделаем,pirate_rebirth,none
24526,24526,восстанавливайте пирата,восстанавливать пирата,pirate_rebirth,none
24528,24528,пусть мой пират воскреснет из мертвых,пират пусть мой восстанет из мертвых,pirate_rebirth,none
24529,24529,беседую я с ампиром,я беседую с ампиром,pirate_rebirth,none
24530,24530,как починить могу я пирата,восстановлю пирата,pirate_rebirth,none
24532,24532,одна останется аборигенка,ход с аборигенкой побудем один мы,pirate_rebirth,none
24533,24533,я возвращаю пирата,я пирата возвращаю,pirate_rebirth,none
24534,24534,мы будем делать один ход,мы побудем с аборигенкой один ход,pirate_rebirth,none
24535,24535,отдыхаю я в крепости,я в крепости отдыхаю,pirate_rebirth,none
24536,24536,мы действуем с аборигеном только,мы один сделаем с аборигеном ход,pirate_rebirth,none
24537,24537,мне нужно быть пиратом,мне нужно сделать пирата и аборигенку,pirate_rebirth,none
24538,24538,мне с аборигеном поговорить надо,с аборигеном нужно провести время мне,pirate_rebirth,none
24539,24539,я вернусь к пирату,я вернусь к пирату,pirate_rebirth,none
24541,24541,я поймал пирата,у меня родился пират,pirate_rebirth,none
24542,24542,мы с аборигеном сделаем один ход,мы один сделаем с аборигеном ход,pirate_rebirth,none
24543,24543,я возвращаю тебя как пирата,возвращаю я пирата,pirate_rebirth,none
24544,24544,мы будем делать один шаг,мы будем делать один шаг,pirate_rebirth,none
24548,24548,я должен познакомиться с этой девушкой,мне нужно уделять ход этой девочке,pirate_rebirth,none
24549,24549,провести нужно с аборигеном время мне,с аборигеном нужно провести время мне,pirate_rebirth,none
24550,24550,мы сделаем пирата нового типа,сделаем нового пирата,pirate_rebirth,none
24552,24552,мне нужно пообщаться с аборигеном,провести нужно мне время с аборигеном,pirate_rebirth,none
24554,24554,провести с аборигеном мне время нужно,провести нужно мне время с аборигеном,pirate_rebirth,none
24556,24556,потусуюсь с девушкой,с девушкой потусуюсь,pirate_rebirth,none
24557,24557,мне нужно сделать пирата и аборигенку,мне нужно сделать пирата и аборигенку,pirate_rebirth,none
24559,24559,я к пирату вернусь,я пирата возвращаю,pirate_rebirth,none
24561,24561,я должна с тобой поделиться этим,этой нужно уделять ход мне девочке,pirate_rebirth,none
24562,24562,мы сделаем новую пиратку,мы сделаем новую пиратку,pirate_rebirth,none
24564,24564,я буду аборигенским пиратом,я буду пиратом с аборигеном,pirate_rebirth,none
24568,24568,потусуюсь я с девушкой,я потусуюсь с девушкой,pirate_rebirth,none
24569,24569,я верну пирата,пирата возрождаю,pirate_rebirth,none
24572,24572,я верну пирата своего,я верну своего пирата,pirate_rebirth,none
24573,24573,один хочу я в крепости поотдохнуть,один в крепости поотдыхаю ход,pirate_rebirth,none
24574,24574,должен я пирата сделать и аборигена,должен я сделать пирата и аборигена,pirate_rebirth,none
24578,24578,сделаю пирата с аборигенкой,сделаю с аборигенкой пирата,pirate_rebirth,none
24580,24580,мне нужно пообщаться с аборигеном,проведу время с аборигенкой,pirate_rebirth,none
24582,24582,нужно мне пообщаться с аборигеном,с аборигеном нужно провести время мне,pirate_rebirth,none
24584,24584,родился у меня пират,пират родился у меня,pirate_rebirth,none
24586,24586,должен я позаботиться об этом,я позабочусь девушке об этой,pirate_rebirth,none
24591,24591,мне нужно поговорить с аборигеном,мне нужно с аборигеном пообщаться,pirate_rebirth,none
24592,24592,мы будем делать шаг один,делать будем мы один шаг,pirate_rebirth,none
24596,24596,с аборигенкой я тусуюсь,тусуюсь я с аборигенкой,pirate_rebirth,none
24597,24597,я об этом парне буду заботиться,я об этом заботиться буду парне,pirate_rebirth,none
24598,24598,я с ампиром беседую,проведу время с аборигенкой,pirate_rebirth,none
24599,24599,пойду я с ним поговорю,я потусуюсь с девушкой,pirate_rebirth,none
24600,24600,шаг должен сделать я,я сделать должен шаг для этой девушки,pirate_rebirth,none
24601,24601,вот что я сделаю для девочки,уделю этой ход девушке,pirate_rebirth,none
24602,24602,я с аборигенкой тусуюсь,с аборигенкой тусуюсь я,pirate_rebirth,none
24605,24605,хочу я в крепости отдохнуть,я хочу в крепости отдохнуть,pirate_rebirth,none
24607,24607,я возвращаю пирата,я пирата своего возрождаю,pirate_rebirth,none
24608,24608,я вернусь к пирату,своего возрождаю я пирата,pirate_rebirth,none
24609,24609,мы сделаем один шаг,мы с аборигеном сделаем один ход,pirate_rebirth,none
378,0,слева пойдем мы,мы поплывем слева,move_ship_by_direction,ship_direction
379,1,вверх отчаялся я,отчаливаю вверх,move_ship_by_direction,ship_direction
380,2,на левую корабль поведи сторону,подвинь корабль левее,move_ship_by_direction,ship_direction
381,3,подвинь наверх корабль,подвинь корабль наверх,move_ship_by_direction,ship_direction
382,4,налево на корабль посадка,подвинь корабль справа,move_ship_by_direction,ship_direction
383,5,мы пойдем плавать сверху,мы поплывем сверху,move_ship_by_direction,ship_direction
384,6,ниже плыву,плыву ниже,move_ship_by_direction,ship_direction
385,7,шаг по кораблю вниз,шаг снизу кораблем,move_ship_by_direction,ship_direction
386,8,внизу пляж,плыви снизу,move_ship_by_direction,ship_direction
387,9,я двигаюсь на корабле вниз,двигаюсь кораблем вниз,move_ship_by_direction,ship_direction
388,10,на корабле назад шаг,шаг влево кораблем,move_ship_by_direction,ship_direction
389,11,налево налево шаг кораблем,шаг налево кораблем,move_ship_by_direction,ship_direction
390,12,слева подвиньте корабль,подвинь корабль слева,move_ship_by_direction,ship_direction
391,13,подвиги наверх корабль,подвинь корабль вверх,move_ship_by_direction,ship_direction
392,14,на лодке справа влево,на лодке влево,move_ship_by_direction,ship_direction
393,15,поверни корабль направо,подвинь корабль вправо,move_ship_by_direction,ship_direction
394,16,на корабль направо пойду я,я иду кораблем вправо,move_ship_by_direction,ship_direction
395,17,наверх уплывите,уплыви наверх,move_ship_by_direction,ship_direction
396,18,вверх шаг кораблем,шаг вверх кораблем,move_ship_by_direction,ship_direction
397,19,я пойду наверх на корабле,я иду кораблем вверх,move_ship_by_direction,ship_direction
398,20,корабль находится внизу,судно снизу,move_ship_by_direction,ship_direction
399,21,шаг влево от корабля,шаг левее кораблем,move_ship_by_direction,ship_direction
400,22,плывте налево направо и,уплыви влево,move_ship_by_direction,ship_direction
401,23,по правому к кораблю борту,шаг направо кораблем,move_ship_by_direction,ship_direction
402,24,борту на правом,судно направо,move_ship_by_direction,ship_direction
403,25,на корабле лучше,на лодке правее,move_ship_by_direction,ship_direction
404,26,корабль на дне камеры,корабль на клетку снизу,move_ship_by_direction,ship_direction
405,27,я двигаюсь влево,двигаюсь кораблем левее,move_ship_by_direction,ship_direction
406,28,заведите двигатель сторону в левую,врубай мотор идем на слева,move_ship_by_direction,ship_direction
407,29,налево шаг от корабля,шаг направо кораблем,move_ship_by_direction,ship_direction
408,30,внизу на лодке,на лодке сверху,move_ship_by_direction,ship_direction
409,31,на левую давай идем давай сторону,врубай мотор идем на справа,move_ship_by_direction,ship_direction
410,32,мы снизу поплывем,мы поплывем снизу,move_ship_by_direction,ship_direction
411,33,налево сверни давай,врубай мотор идем на слева,move_ship_by_direction,ship_direction
412,34,плыви слева,плыви слева,move_ship_by_direction,ship_direction
413,35,назад,уплыви назад,move_ship_by_direction,ship_direction
414,36,корабль справа,кораблем справа,move_ship_by_direction,ship_direction
415,37,выше плыви,плыви выше,move_ship_by_direction,ship_direction
416,38,плыву влево,плыву влево,move_ship_by_direction,ship_direction
417,39,по левому корабль борту,кораблем влево,move_ship_by_direction,ship_direction
418,40,наверх поплывем мы,мы поплывем вверх,move_ship_by_direction,ship_direction
419,41,шаг над корабл м,шаг выше кораблем,move_ship_by_direction,ship_direction
420,42,плыви налево,уплыви влево,move_ship_by_direction,ship_direction
421,43,пойдем давай наверх,врубай мотор идем на снизу,move_ship_by_direction,ship_direction
422,44,кораблем двигаюсь правее,двигаюсь кораблем правее,move_ship_by_direction,ship_direction
423,45,передвините корабль вверх,подвинь корабль наверх,move_ship_by_direction,ship_direction
424,46,направо плыву,плыву вправо,move_ship_by_direction,ship_direction
425,47,плядь снизу,плыви снизу,move_ship_by_direction,ship_direction
426,48,на клетке корабль правее,корабль на клетку правее,move_ship_by_direction,ship_direction
427,49,пойду я наверх,плыву сверху,move_ship_by_direction,ship_direction
428,50,шаг правее кораблем,шаг правее кораблем,move_ship_by_direction,ship_direction
429,51,корабль вправо на клетку,корабль на клетку вправо,move_ship_by_direction,ship_direction
430,52,я слева кораблем иду,я иду кораблем слева,move_ship_by_direction,ship_direction
431,53,мы влево поплывем,мы поплывем влево,move_ship_by_direction,ship_direction
432,54,назад судно,судно назад,move_ship_by_direction,ship_direction
433,55,от корабля налево шаг,шаг вправо кораблем,move_ship_by_direction,ship_direction
434,56,поднять ниже и корабль выше,подвинь корабль выше,move_ship_by_direction,ship_direction
435,57,я влево двигаюсь кораблем,двигаюсь кораблем влево,move_ship_by_direction,ship_direction
436,58,внизу на корабле,кораблем сверху,move_ship_by_direction,ship_direction
437,59,пляж вперед,плыви вперед,move_ship_by_direction,ship_direction
438,60,заводи мотор дальше двигаемся,врубай мотор идем на вперед,move_ship_by_direction,ship_direction
439,61,дальше иду я,плыву вперед,move_ship_by_direction,ship_direction
440,62,отчаялся я вниз,отчаливаю вниз,move_ship_by_direction,ship_direction
441,63,вправо кораблем,кораблем вправо,move_ship_by_direction,ship_direction
442,64,снизу иду кораблем я,я иду кораблем снизу,move_ship_by_direction,ship_direction
443,65,я справа на корабле двигаюсь,двигаюсь кораблем справа,move_ship_by_direction,ship_direction
444,66,к кораблю поднимаемся,корабль на клетку вверх,move_ship_by_direction,ship_direction
445,67,я пойду на корабле наверх,я иду кораблем вверх,move_ship_by_direction,ship_direction
446,68,на клетку корабль сверху,корабль на клетку сверху,move_ship_by_direction,ship_direction
447,69,я иду кораблем вверх,я иду кораблем вверх,move_ship_by_direction,ship_direction
448,70,я поплыву направо на корабле,я иду кораблем вправо,move_ship_by_direction,ship_direction
449,71,поверните налево корабль,подвинь корабль справа,move_ship_by_direction,ship_direction
450,72,заводи направо двигатель,врубай мотор идем на вправо,move_ship_by_direction,ship_direction
451,73,уплыви налево,уплыви налево,move_ship_by_direction,ship_direction
452,74,плыви правее,плыви правее,move_ship_by_direction,ship_direction
453,75,отправляюсь влево,отчаливаю налево,move_ship_by_direction,ship_direction
454,76,корабль на клетку вправо,корабль на клетку вправо,move_ship_by_direction,ship_direction
455,77,в отчаянии был я,отчаливаю налево,move_ship_by_direction,ship_direction
456,78,направо иду я,плыву направо,move_ship_by_direction,ship_direction
457,79,поведи корабль влево,подвинь корабль налево,move_ship_by_direction,ship_direction
458,80,поднимайтесь мотор заводите наверх,врубай мотор идем на наверх,move_ship_by_direction,ship_direction
459,81,на корабле поплыву я на вершину,я иду кораблем сверху,move_ship_by_direction,ship_direction
460,82,плыви снизу,плыви снизу,move_ship_by_direction,ship_direction
461,83,корабль слева,корабль на клетку слева,move_ship_by_direction,ship_direction
462,84,я вниз плыву,плыву вниз,move_ship_by_direction,ship_direction
463,85,вправо отплыть,уплыви направо,move_ship_by_direction,ship_direction
464,86,иду я вниз кораблем,я иду кораблем снизу,move_ship_by_direction,ship_direction
465,87,на корабле направо,кораблем направо,move_ship_by_direction,ship_direction
466,88,передвините наверх корабль,подвинь корабль сверху,move_ship_by_direction,ship_direction
467,89,я на корабле движусь внизу,двигаюсь кораблем сверху,move_ship_by_direction,ship_direction
468,90,слева плядь,плыви слева,move_ship_by_direction,ship_direction
469,91,плядь направо,плыви направо,move_ship_by_direction,ship_direction
470,92,по правому иду я кораблю,я иду кораблем правее,move_ship_by_direction,ship_direction
471,93,сверху отчаливаю,отчаливаю сверху,move_ship_by_direction,ship_direction
472,94,слева корабль,судно вправо,move_ship_by_direction,ship_direction
473,95,влево иду я кораблем,я иду кораблем влево,move_ship_by_direction,ship_direction
474,96,справа от судна,на лодке правее,move_ship_by_direction,ship_direction
475,97,судно снизу,судно снизу,move_ship_by_direction,ship_direction
476,98,на левой стороне лодки,на лодке левее,move_ship_by_direction,ship_direction
477,99,корабль передвините к низу,подвинь корабль снизу,move_ship_by_direction,ship_direction
478,100,налево двигатель заведите,врубай мотор идем на вправо,move_ship_by_direction,ship_direction
479,101,пойдем мы вниз,мы поплывем ниже,move_ship_by_direction,ship_direction
480,102,двигаюсь справа кораблем,двигаюсь кораблем справа,move_ship_by_direction,ship_direction
481,103,я иду кораблем влево,я иду кораблем влево,move_ship_by_direction,ship_direction
482,104,я поплыву слева на корабле,я иду кораблем слева,move_ship_by_direction,ship_direction
483,105,подвинь корабль налево,подвинь корабль налево,move_ship_by_direction,ship_direction
484,106,наверху на корабле,на лодке выше,move_ship_by_direction,ship_direction
485,107,давай пойдем наверх,врубай мотор идем на снизу,move_ship_by_direction,ship_direction
486,108,мы пойдем снизу,мы поплывем снизу,move_ship_by_direction,ship_direction
487,109,я плыву ниже,плыву ниже,move_ship_by_direction,ship_direction
488,110,левее кораблем двигаюсь,двигаюсь кораблем левее,move_ship_by_direction,ship_direction
489,111,справа судно,судно справа,move_ship_by_direction,ship_direction
490,112,слева кораблем двигаюсь,двигаюсь кораблем слева,move_ship_by_direction,ship_direction
491,113,заведите двигатель в левую сторону,врубай мотор идем на справа,move_ship_by_direction,ship_direction
492,114,уплывай под земли из под,уплыви снизу,move_ship_by_direction,ship_direction
